edge_id	src_id	dst_id	relation_type	confidence	page_no	sentence_id
t01073	e01355	e01356	related_to	0.5	11	s0362
t01074	e01357	e01358	related_to	0.5	11	s0363
t01075	e01358	e01359	related_to	0.5	11	s0363
t01076	e01360	e01361	related_to	0.5	11	s0364
t01077	e01361	e01362	related_to	0.5	11	s0364
t01078	e01362	e01363	related_to	0.5	11	s0364
t01079	e01364	e01365	related_to	0.5	12	s0365
t01080	e01365	e01366	related_to	0.5	12	s0365
t01081	e01367	e01368	related_to	0.5	12	s0366
t01082	e01368	e01369	related_to	0.5	12	s0366
t01083	e01369	e01370	related_to	0.5	12	s0366
t01084	e01370	e01371	related_to	0.5	12	s0366
t01085	e01371	e01372	related_to	0.5	12	s0366
t01086	e01372	e01373	related_to	0.5	12	s0366
t01087	e01373	e01374	related_to	0.5	12	s0366
t01088	e01374	e01375	related_to	0.5	12	s0366
t01089	e01375	e01376	related_to	0.5	12	s0366
t01090	e01377	e01378	related_to	0.5	12	s0367
t01091	e01378	e01379	related_to	0.5	12	s0367
t01092	e01379	e01380	related_to	0.5	12	s0367
t01093	e01380	e01381	related_to	0.5	12	s0367
t01094	e01381	e01382	related_to	0.5	12	s0367
t01095	e01382	e01383	related_to	0.5	12	s0367
t01096	e01383	e01384	related_to	0.5	12	s0367
t01097	e01385	e01386	related_to	0.5	12	s0368
t01098	e01386	e01387	related_to	0.5	12	s0368
t01099	e01388	e01389	related_to	0.5	12	s0370
t01100	e01389	e01390	related_to	0.5	12	s0370
t01101	e01390	e01391	related_to	0.5	12	s0370
t01102	e01391	e01392	related_to	0.5	12	s0370
t01103	e01392	e01393	related_to	0.5	12	s0370
t01104	e01394	e01395	related_to	0.5	12	s0371
t01105	e01395	e01396	related_to	0.5	12	s0371
t01106	e01396	e01397	related_to	0.5	12	s0371
t01107	e01397	e01398	related_to	0.5	12	s0371
t01108	e01398	e01399	related_to	0.5	12	s0371
t01109	e01399	e01400	related_to	0.5	12	s0371
t01110	e01400	e01401	related_to	0.5	12	s0371
t01111	e01401	e01402	related_to	0.5	12	s0371
t01112	e01402	e01403	related_to	0.5	12	s0371
t01113	e01403	e01404	related_to	0.5	12	s0371
t01114	e01404	e01405	related_to	0.5	12	s0371
t01115	e01405	e01406	related_to	0.5	12	s0371
t01116	e01406	e01407	related_to	0.5	12	s0371
t01117	e01407	e01408	related_to	0.5	12	s0371
t01118	e01408	e01409	related_to	0.5	12	s0371
t01119	e01409	e01410	related_to	0.5	12	s0371
t01120	e01410	e01411	related_to	0.5	12	s0371
t01121	e01412	e01413	related_to	0.5	12	s0372
t01122	e01413	e01414	related_to	0.5	12	s0372
t01123	e01414	e01415	related_to	0.5	12	s0372
t01124	e01416	e01417	related_to	0.5	12	s0373
t01125	e01417	e01418	related_to	0.5	12	s0373
t01126	e01418	e01419	related_to	0.5	12	s0373
t01127	e01419	e01420	related_to	0.5	12	s0373
t01128	e01420	e01421	related_to	0.5	12	s0373
t01129	e01421	e01422	related_to	0.5	12	s0373
t01130	e01422	e01423	related_to	0.5	12	s0373
t01131	e01423	e01424	related_to	0.5	12	s0373
t01132	e01424	e01425	related_to	0.5	12	s0373
t01133	e01425	e01426	related_to	0.5	12	s0373
t01134	e01426	e01427	related_to	0.5	12	s0373
t01135	e01427	e01428	related_to	0.5	12	s0373
t01136	e01428	e01429	related_to	0.5	12	s0373
t01137	e01429	e01430	related_to	0.5	12	s0373
t01138	e01430	e01431	related_to	0.5	12	s0373
t01139	e01431	e01432	related_to	0.5	12	s0373
t01140	e01432	e01433	related_to	0.5	12	s0373
t01141	e01433	e01434	related_to	0.5	12	s0373
t01142	e01434	e01435	related_to	0.5	12	s0373
t01143	e01435	e01436	related_to	0.5	12	s0373
t01144	e01436	e01437	related_to	0.5	12	s0373
t01145	e01437	e01438	related_to	0.5	12	s0373
t01146	e01438	e01439	related_to	0.5	12	s0373
t01147	e01439	e01440	related_to	0.5	12	s0373
t01148	e01440	e01441	related_to	0.5	12	s0373
t01149	e01441	e01442	related_to	0.5	12	s0373
t01150	e01442	e01443	related_to	0.5	12	s0373
t01151	e01443	e01444	related_to	0.5	12	s0373
t01152	e01444	e01445	related_to	0.5	12	s0373
t01153	e01445	e01446	related_to	0.5	12	s0373
t01154	e01446	e01447	related_to	0.5	12	s0373
t01155	e01447	e01448	related_to	0.5	12	s0373
t01156	e01448	e01449	related_to	0.5	12	s0373
t01157	e01449	e01450	related_to	0.5	12	s0373
t01158	e01450	e01451	related_to	0.5	12	s0373
t01159	e01451	e01452	related_to	0.5	12	s0373
t01160	e01452	e01453	related_to	0.5	12	s0373
t01161	e01453	e01454	related_to	0.5	12	s0373
t01162	e01454	e01455	related_to	0.5	12	s0373
t01163	e01456	e01457	related_to	0.5	12	s0375
t01164	e01457	e01458	related_to	0.5	12	s0375
t01165	e01459	e01460	related_to	0.5	12	s0376
t01166	e01460	e01461	related_to	0.5	12	s0376
t01167	e01461	e01462	related_to	0.5	12	s0376
t01168	e01462	e01463	related_to	0.5	12	s0376
t01169	e01463	e01464	related_to	0.5	12	s0376
t01170	e01465	e01466	related_to	0.5	12	s0377
t01171	e01466	e01467	related_to	0.5	12	s0377
t01172	e01467	e01468	related_to	0.5	12	s0377
t01173	e01469	e01470	related_to	0.5	12	s0378
t01174	e01470	e01471	related_to	0.5	12	s0378
t01175	e01471	e01472	related_to	0.5	12	s0378
t01176	e01474	e01475	related_to	0.5	12	s0380
t01177	e01475	e01476	related_to	0.5	12	s0380
t01178	e01476	e01477	related_to	0.5	12	s0380
t01179	e01477	e01478	related_to	0.5	12	s0380
t01180	e01478	e01479	related_to	0.5	12	s0380
t01181	e01480	e01481	related_to	0.5	12	s0381
t01182	e01482	e01483	related_to	0.5	12	s0382
t01183	e01484	e01485	related_to	0.5	12	s0383
t01184	e01485	e01486	related_to	0.5	12	s0383
t01185	e01486	e01487	related_to	0.5	12	s0383
t01186	e01487	e01488	related_to	0.5	12	s0383
t01187	e01489	e01490	related_to	0.5	12	s0384
t01188	e01490	e01491	related_to	0.5	12	s0384
t01189	e01492	e01493	related_to	0.5	13	s0386
t01190	e01494	e01495	related_to	0.5	13	s0387
t01191	e01495	e01496	related_to	0.5	13	s0387
t01192	e01496	e01497	related_to	0.5	13	s0387
t01193	e01498	e01499	related_to	0.5	13	s0388
t01194	e01500	e01501	related_to	0.5	13	s0389
t01195	e01502	e01503	related_to	0.5	13	s0390
t01196	e01503	e01504	related_to	0.5	13	s0390
t01197	e01504	e01505	related_to	0.5	13	s0390
t01198	e01506	e01507	related_to	0.5	13	s0392
t01199	e01507	e01508	related_to	0.5	13	s0392
t01200	e01508	e01509	related_to	0.5	13	s0392
t01201	e01509	e01510	related_to	0.5	13	s0392
t01202	e01510	e01511	related_to	0.5	13	s0392
t01203	e01511	e01512	related_to	0.5	13	s0392
t01204	e01513	e01514	related_to	0.5	13	s0393
t01205	e01514	e01515	related_to	0.5	13	s0393
t01206	e01516	e01517	related_to	0.5	13	s0394
t01207	e01517	e01518	related_to	0.5	13	s0394
t01208	e01518	e01519	related_to	0.5	13	s0394
t01209	e01519	e01520	related_to	0.5	13	s0394
t01210	e01521	e01522	related_to	0.5	13	s0395
t01211	e01522	e01523	related_to	0.5	13	s0395
t01212	e01523	e01524	related_to	0.5	13	s0395
t01213	e01524	e01525	related_to	0.5	13	s0395
t01214	e01525	e01526	related_to	0.5	13	s0395
t01215	e01526	e01527	related_to	0.5	13	s0395
t01216	e01527	e01528	related_to	0.5	13	s0395
t01217	e01529	e01530	related_to	0.5	13	s0396
t01218	e01530	e01531	related_to	0.5	13	s0396
t01219	e01531	e01532	related_to	0.5	13	s0396
t01220	e01533	e01534	related_to	0.5	13	s0397
t01221	e01535	e01536	related_to	0.5	13	s0398
t01222	e01537	e01538	related_to	0.5	13	s0399
t01223	e01539	e01540	related_to	0.5	13	s0401
t01224	e01540	e01541	related_to	0.5	13	s0401
t01225	e01541	e01542	related_to	0.5	13	s0401
t01226	e01542	e01543	related_to	0.5	13	s0401
t01227	e01543	e01544	related_to	0.5	13	s0401
t01228	e01545	e01546	related_to	0.5	13	s0402
t01229	e01546	e01547	related_to	0.5	13	s0402
t01230	e01548	e01549	related_to	0.5	13	s0403
t01231	e01549	e01550	related_to	0.5	13	s0403
t01232	e01550	e01551	related_to	0.5	13	s0403
t01233	e01551	e01552	related_to	0.5	13	s0403
t01234	e01552	e01553	related_to	0.5	13	s0403
